pitch_type,player_name,release_speed,release_spin_rate,release_pos_z,release_pos_x,plate_z,plate_x,vx0,vy0,vz0,ax,ay,az,SpinX,SpinY,SpinZ
FF,"Duffey, Tyler",90.0,2168,6.23,-2.39,3.02,0.61,7.258427941426954,-130.91551433994928,-4.341587672734831,-0.5481435441969852,27.58760274455408,-18.73421833179133,0.9973169582736926,0.053642887346654955,0.04981290371805191
FF,"Duffey, Tyler",90.7,2230,6.1,-2.5,2.78,-0.36,5.7784132303536255,-132.05610249436722,-5.554115004357941,-3.3748334746767243,25.714978186021728,-14.136747210705533,0.9880433321191531,0.049376992466063564,-0.1460557649320532
FF,"Duffey, Tyler",90.9,2269,6.16,-2.6,3.28,0.01,6.942605688683895,-132.36428056398796,-4.161636189783288,-3.300811579857777,22.87686893775837,-16.30402814479269,0.9909230764844319,0.05581965089276674,-0.12229318486669033
FF,"Duffey, Tyler",90.9,2138,6.16,-2.52,3.72,0.43,7.726117247929287,-132.33148691696326,-2.981592440462373,-3.234983376709146,23.300726274907333,-16.916863836787726,0.9924618657861707,0.06034777394034349,-0.10666579180167449
FF,"Duffey, Tyler",90.4,2208,6.08,-2.65,3.51,-0.52,5.671268165546331,-131.66003280960567,-3.000727694074359,-3.062859850065351,26.447126643149787,-18.131071228337294,0.9937557952144052,0.045131808694544175,-0.10204185083456944
FF,"Duffey, Tyler",91.0,2191,6.25,-2.66,3.24,0.43,8.13233479237769,-132.38839224284234,-4.636588770551859,-3.7254378162496673,24.571476861979814,-15.244825763889414,0.9885391826133296,0.0654876448482516,-0.13602078080352076
FF,"Duffey, Tyler",90.7,2267,6.26,-2.46,4.54,-0.5,5.419808449146288,-132.1758480462334,-1.3157345424042477,-3.8292041686118528,25.343715259886743,-16.30870258299855,0.9852320978377725,0.042051215415421644,-0.16598014541585276
FF,"Duffey, Tyler",90.5,2357,6.3,-2.24,3.58,0.14,6.35948683851554,-131.73042260102753,-3.758860388214159,-3.5646666320663947,26.8430938764706,-15.800126115591164,0.9894302945263558,0.05163283534841428,-0.13550550759055038
FF,"Duffey, Tyler",90.5,2267,6.12,-2.42,2.19,0.21,7.225343355778479,-131.65912218060367,-6.748679497258485,-4.914785691742495,24.156092206814527,-15.642993797836928,0.97611864069806,0.06420645708376722,-0.2075329616001323
FF,"Duffey, Tyler",92.4,2320,6.11,-2.42,1.68,1.4,9.53466951241547,-134.1617307626597,-8.318674585369294,-0.5721330655844534,24.852119535167898,-15.19096906764685,0.9952666776706626,0.06632807083497134,0.07102694796844569
FF,"Duffey, Tyler",92.6,2351,6.16,-2.42,2.28,0.03,6.4273043225532085,-134.7597833539075,-7.0540470830543125,-2.110816183641817,25.449128833783863,-14.828643065911155,0.9971911991202735,0.050457920450013516,-0.05535079638931333
FF,"Duffey, Tyler",92.2,2279,6.27,-2.39,1.1,0.38,7.054602244453503,-133.9585002449085,-10.304617867643694,-1.4149870932557844,25.45586574605803,-13.910277014384176,0.9985862710983805,0.05294836967280981,-0.004682875486632922
FF,"Duffey, Tyler",92.6,2281,6.2,-2.72,1.43,0.31,8.10911651679926,-134.4975204585742,-9.305202953969982,-3.661755018336319,25.669009960722956,-14.397816075499156,0.9892298523596266,0.06858857915292486,-0.12930547556207422
FF,"Duffey, Tyler",91.8,2356,6.19,-3.01,3.59,0.09,7.932306562753286,-133.616488511736,-3.625808453739289,-1.871778942048608,25.13961396479337,-15.945522055159469,0.9979469960180087,0.05986213885315243,-0.02276658671295126
FF,"Duffey, Tyler",89.9,2289,6.3,-2.56,2.13,-0.74,5.176891886004792,-130.86705191827636,-6.946558350673044,-4.719477511960269,23.63737565358841,-17.155881108937812,0.9783252238832536,0.04937565951689166,-0.20110146832147593
FF,"Duffey, Tyler",92.0,2235,6.03,-2.7,4.79,-1.07,4.252811445305511,-133.9355531678933,0.4588518965424588,-1.6698305742651138,30.54018578993775,-19.979473718710125,0.9988811768500729,0.031596600548306646,-0.03518592571475509
FF,"Duffey, Tyler",92.8,2359,5.95,-2.62,2.27,-0.32,6.838485071396341,-134.96118941098948,-6.304251780401906,-6.833197598255487,28.124338957045133,-16.097895759273303,0.9531491045376475,0.06212517252267655,-0.2960527781631318
FF,"Duffey, Tyler",91.6,2418,6.06,-2.71,2.74,0.47,8.933047590654953,-133.0478406086266,-6.082555983647801,-6.817095910679506,29.91614108939557,-11.130117176658322,0.9304000739637347,0.07883380274066502,-0.35796778334610346
FF,"Duffey, Tyler",91.6,2270,5.96,-2.8,3.71,-0.48,6.722585248213885,-133.28432213345857,-2.8819151725258614,-6.272090367362778,28.85156081013629,-14.930525808883246,0.9538242115691918,0.05449572579993156,-0.2953804145402133
FF,"Duffey, Tyler",92.2,2424,5.9,-2.69,2.11,0.07,8.176694414968685,-133.8683519417723,-7.377726892903492,-8.207709184320457,30.96268596502996,-10.659676336367156,0.887751128239937,0.0792147587233516,-0.45345667522831784
FF,"Duffey, Tyler",91.6,2271,5.95,-2.84,3.01,-0.94,5.358993281616062,-133.172032747017,-4.993253344840831,-4.155218477052737,29.9789435270613,-12.250977822686853,0.975453651121488,0.04731702262663898,-0.21506109337467014
FF,"Duffey, Tyler",93.1,2253,5.97,-2.28,2.31,1.29,9.867202514900134,-135.20261566876422,-6.352335654697248,-6.03097036820084,28.52269036015525,-15.788032396231449,0.9711984900920696,0.08140028181536899,-0.2239363457843829
FF,"Duffey, Tyler",93.4,2351,6.01,-2.35,2.5,0.3,7.821379002443342,-135.75420062217557,-6.230780340895676,-7.367431908236821,29.219115047742967,-14.526873178272092,0.9391449612969481,0.06954840152397884,-0.33640713654144316
FF,"Duffey, Tyler",93.0,2388,6.01,-2.39,2.66,0.59,7.932535695992003,-135.21766784543593,-5.879732760026627,-3.3522416304320286,29.76536842464885,-13.8768390653535,0.9924807750585508,0.0627924850881406,-0.10506671668817862
FF,"Duffey, Tyler",93.6,2239,6.0,-2.49,2.32,0.57,9.083440846601782,-135.85641684073593,-6.197749130022812,-8.86531269054667,30.800982777805203,-16.961116557822837,0.9348092459259059,0.07830508051284045,-0.3464101443337312
FF,"Duffey, Tyler",93.1,2246,5.99,-2.68,4.36,-0.29,7.215544687190471,-135.3638941672978,-0.8313992750883625,-7.82611994017716,29.765112899399277,-18.59121732258116,0.9476575215910727,0.05244910771927524,-0.31495128650525844
FF,"Duffey, Tyler",91.9,2283,5.95,-2.6,2.78,0.39,8.827250194880634,-133.54306683143898,-4.404458680850762,-8.727202661056058,28.149464058445464,-19.119861584104683,0.9435239948661404,0.0730255002214996,-0.3231559181405154
FF,"Duffey, Tyler",91.5,2189,6.09,-2.57,2.91,0.06,7.123093541678596,-133.16714738241166,-4.4732727532719245,-4.106887431811714,26.74563327295124,-18.86942281654754,0.9893246963922099,0.05741807019806022,-0.1339395771353349
FF,"Duffey, Tyler",91.7,2241,6.16,-2.46,2.2,0.7,7.999865082906272,-133.27808120272556,-6.9703384867270985,-1.6100312397334444,26.89631779886784,-15.53954760211351,0.9982041965147733,0.059902547553047365,0.0002585671108083752
FF,"Duffey, Tyler",91.4,2094,6.1,-2.51,2.01,0.95,8.738037745929612,-132.77933251128874,-7.232978194927417,-1.901734812807843,27.744550934067224,-15.257828325444256,0.9978152868877904,0.06591096830067963,-0.004516360338092434
FF,"Duffey, Tyler",92.0,2141,6.11,-2.64,3.05,0.84,9.129341093367476,-133.7453319825266,-4.650213724095304,-3.66490984737949,27.34085014295164,-16.3396970088672,0.9921007772075172,0.07130827985773189,-0.10320454005503502
FF,"Duffey, Tyler",91.2,2229,6.11,-2.39,1.78,1.19,9.19058854500646,-132.397266232016,-7.805570685059291,-3.0850180641925653,27.11398978853206,-15.25062487390106,0.9947825236157951,0.07324143346486675,-0.07101706226394815
FF,"Duffey, Tyler",92.3,2222,6.22,-2.42,2.9,1.26,9.816874231585103,-133.9792430400668,-5.58555980734034,-4.653674589681201,28.98914262408575,-14.58943322654514,0.9843595611931986,0.0786966142729122,-0.15761693179831332
FF,"Duffey, Tyler",89.9,2207,6.15,-2.9,3.63,-1.04,5.03485780756471,-130.948411169955,-3.1362940049107064,-3.50789357977301,26.90263194032944,-16.219771640963884,0.9885623667508966,0.041482132194153414,-0.1449954473509174
FF,"Duffey, Tyler",92.6,2407,6.11,-2.81,3.0,0.19,8.338259008839366,-134.57379397640307,-4.785061004561399,-5.665973467750108,27.485659104384226,-16.67434428025474,0.9734481325023715,0.06808625476559996,-0.2185474667884283
FF,"Duffey, Tyler",92.3,2292,6.07,-2.78,2.79,-0.9,5.507362327538046,-134.27343407780614,-5.627749440533385,-5.329934065441236,29.279584216702435,-13.820753178067818,0.9631213105190329,0.05057968253943076,-0.26427076444115205
FF,"Duffey, Tyler",92.9,2386,6.11,-2.93,2.24,0.41,9.439758063235695,-134.90141357271818,-7.077397026243812,-7.034462836463632,28.86627961908621,-14.346080686007664,0.9502486689217836,0.08225576122404703,-0.30043544557497054
FF,"Duffey, Tyler",90.8,2149,6.06,-2.44,2.25,-0.09,6.052318719216977,-132.0980437790831,-6.039337345507368,-2.1049551199414718,26.579024927390115,-17.944094745973008,0.9977864208706966,0.04782780655082576,-0.04620345492040601
FF,"Duffey, Tyler",91.7,2195,6.09,-2.6,3.11,-0.71,5.364532658654717,-133.59196118413885,-4.493203475829926,-4.206933902197429,24.050247865990016,-16.25716892260793,0.981413568158724,0.04567871326705851,-0.1863890109105879
FF,"Duffey, Tyler",91.0,2271,6.21,-2.27,3.08,0.28,7.005445046381205,-132.47315226276515,-4.695380445630439,-4.6402929791984855,25.50513838496504,-16.523942523043036,0.9809489179301011,0.05844114486291439,-0.18526697762654798
FF,"Duffey, Tyler",92.3,2131,6.14,-2.34,2.39,0.5,7.632448953357875,-134.25788870818351,-6.299835801781064,-3.5782804776045616,25.94127341026721,-16.98015465243338,0.9914897261779205,0.06174334197898505,-0.11461187811434753
FF,"Duffey, Tyler",92.0,2201,6.23,-2.21,2.25,0.03,6.273519718343455,-133.736911178012,-7.099378504492725,-4.610253743097439,27.216984438980816,-15.1381930546044,0.9788294210147546,0.056361498619571654,-0.19676469711123587
FF,"Duffey, Tyler",90.9,2198,6.13,-2.42,2.44,-0.13,6.226817788707515,-132.23970856890207,-6.0621160613046285,-4.012314659067362,26.492576498099023,-16.374317227786538,0.9864515567948167,0.05355782280993171,-0.15506413419273568
FF,"Duffey, Tyler",90.7,2102,6.17,-2.43,3.42,0.89,8.383998285688566,-131.911198127294,-2.735576492264957,-2.031881142253612,26.320088610394,-22.224759928704025,0.9978420616811252,0.06374702036086882,-0.015733319264298377
FF,"Duffey, Tyler",91.5,2214,6.05,-2.86,2.72,-0.92,6.198072585637378,-133.18876201944303,-5.341929276084943,-8.434989480452375,25.670549894706244,-16.01369040271478,0.9188178418841338,0.058413659902692504,-0.390335263295741
FF,"Duffey, Tyler",91.5,2198,6.33,-2.57,3.16,1.23,10.05614368089387,-132.92357602933856,-5.098258443446554,-4.68268916739537,25.380039633251062,-15.02390586112009,0.9821914229477698,0.08081186607661485,-0.16961559771745802
FF,"Duffey, Tyler",90.9,2128,6.3,-2.56,2.9,-0.1,7.099068891680999,-132.2168871854972,-5.441141681150979,-6.682068128939322,25.75790549206121,-15.874948173940574,0.9524492373318975,0.06340424756563662,-0.29802743446958396
FF,"Duffey, Tyler",93.8,2384,6.02,-2.46,2.88,0.51,8.811603274671969,-136.204597788473,-5.170262589250561,-8.257626023597668,30.72547413744245,-15.373326122688043,0.9325222326281899,0.0737472452117116,-0.3535019511655061
FF,"Duffey, Tyler",92.2,2260,6.14,-2.51,2.33,-0.09,7.411741463434276,-133.91960222549008,-7.118320221316055,-8.79586655668676,32.04594090520416,-12.156250445666046,0.8896405893026733,0.07319629799755517,-0.45075705632263274
FF,"Duffey, Tyler",91.8,2274,6.12,-2.6,1.99,0.67,8.844406926972983,-133.28961718555564,-7.618394867890761,-4.964000473407866,28.639037429851,-13.978105311687214,0.978460802788358,0.07589816558915224,-0.19197376348596046
FF,"Duffey, Tyler",92.4,2076,6.19,-2.73,3.15,-0.21,7.268624597623682,-134.3534778874275,-4.661504033959507,-6.257473585840855,27.94952036708097,-16.247180130248292,0.9622409509172072,0.061259852161368415,-0.2652161060175569
FF,"Duffey, Tyler",92.6,2187,6.06,-2.77,2.33,0.33,8.434333362595032,-134.58670035871594,-6.472913578586404,-4.650988096851833,27.5451646117965,-15.71741986640822,0.98319182032361,0.06973033073109577,-0.16873507467292786
FF,"Duffey, Tyler",92.3,2260,6.15,-2.6,2.18,-0.05,7.337481159147752,-134.17165305721008,-7.033140912742177,-6.223652002544148,28.126084340795902,-15.80628556295516,0.9630240590803586,0.06635263131867072,-0.26111681284336846
FF,"Duffey, Tyler",92.2,2253,6.16,-2.74,1.61,-0.99,5.757616978919295,-133.84706361515936,-8.13930134337897,-8.571514969386985,31.67643065850258,-16.939397890900626,0.9323411550681102,0.061770552777716266,-0.3562644654969077
FF,"Duffey, Tyler",91.4,2251,6.23,-2.78,3.58,-0.5,6.514079861648635,-132.97611349341767,-3.5944234594875017,-5.830145074120029,29.152586934796464,-16.150954157612137,0.966432394531962,0.05413130749294762,-0.25115379421446576
FF,"Duffey, Tyler",92.8,2271,6.04,-2.6,2.63,0.45,8.371395298331816,-134.8411756347193,-5.912433290646013,-4.868165196032593,30.4175914955465,-14.292579984787292,0.9799570669648076,0.06903259830978775,-0.18686531854876504
FF,"Duffey, Tyler",92.0,2349,6.01,-2.71,2.32,-0.51,6.880770110816826,-133.77373392105406,-5.863566092215815,-8.57521492799313,27.58346046529416,-18.25853390278577,0.9367096856608798,0.06327367698103642,-0.3443419907452405
FF,"Duffey, Tyler",93.0,2303,6.2,-2.58,2.75,0.67,9.456255230367914,-135.0515476252859,-5.923428056155736,-8.255028703056562,27.884798263823267,-15.13062082677538,0.930048894275052,0.08084265782807866,-0.3584320283304008
FF,"Duffey, Tyler",93.0,2332,6.11,-2.68,1.94,1.11,10.54377645241108,-134.77344781053583,-8.379864734516467,-7.231482505956756,32.26913151077035,-10.591840425849131,0.9325506358035326,0.09462038468302188,-0.3484197102129329
FF,"Duffey, Tyler",92.3,2204,6.04,-2.94,1.97,-0.9,6.531029153150688,-134.08937406933592,-7.349517476873824,-8.850184913366874,28.2837168104665,-15.044914441939689,0.9097889699615922,0.06676670560298648,-0.40966600683867965
FF,"Duffey, Tyler",92.8,2318,6.09,-2.8,1.97,-1.01,5.749655277115921,-134.96033809273337,-7.905472026784924,-7.821361520303821,28.78657652495711,-12.879980428818364,0.9091776446464434,0.06284554899716967,-0.41163873414243957
FF,"Duffey, Tyler",93.0,2275,6.12,-2.72,2.99,-0.26,6.99735089203667,-135.20068400508814,-5.318269087440589,-5.54910699625438,30.651947643124096,-13.839746520825082,0.9652813586229995,0.05995914039475496,-0.2542376844176693
FF,"Duffey, Tyler",92.0,2309,6.08,-2.75,2.08,-0.06,8.339848575292342,-133.57806848510756,-7.1991577442968335,-10.419746167537877,28.357425882372304,-14.584985810083896,0.8782484170286453,0.08024011476308462,-0.4714246938477935
FF,"Duffey, Tyler",94.1,2428,6.05,-2.8,3.47,-0.9,6.301115104114773,-136.94003247958398,-3.918313818313408,-9.287465511229223,30.715866080550832,-14.896526841826336,0.8934360811560659,0.05387036303919053,-0.4459483746741514
FF,"Duffey, Tyler",92.5,2299,6.09,-2.68,2.65,0.03,7.968981897045738,-134.35315821905195,-5.962588442669983,-7.679229425669369,30.582382685254323,-14.021070998874473,0.9319871678492049,0.07105485968474541,-0.3554590354451537
FF,"Duffey, Tyler",92.7,2265,6.14,-2.59,2.12,0.6,9.47990581214025,-134.56640430804077,-7.530558535299408,-9.304618118623244,26.547541732035,-13.94855666759812,0.8974814509919018,0.08741792832541294,-0.43230215235731073
FF,"Duffey, Tyler",92.5,2186,6.2,-2.59,3.38,-0.8,5.714025003543253,-134.7820881603502,-4.059262897695731,-7.621589519349994,24.82400081397006,-16.884246595652492,0.9358938496125071,0.05017837318452517,-0.3486901678023579
FF,"Duffey, Tyler",92.5,2256,6.01,-2.59,1.85,0.36,8.106586681163698,-134.34544390860222,-7.963775263056925,-4.797325874574035,28.573026284947623,-12.993785783079217,0.9763314960805779,0.07102287468156313,-0.2042854890417511
FF,"Duffey, Tyler",93.1,2272,6.17,-2.49,1.32,-0.11,7.204345144512438,-135.19881366343068,-9.6595034924916,-7.743748602478169,29.606107832425547,-13.51708832076848,0.9275873698804283,0.07556955992208025,-0.36588374226179066
FF,"Duffey, Tyler",92.9,2177,6.25,-2.63,3.13,0.8,8.906574558199422,-135.037178448756,-4.72394197798148,-2.528785029794244,25.941642369222784,-17.457912225110817,0.9967455274917709,0.06729442381777515,-0.04438258609167729
FF,"Duffey, Tyler",93.8,2266,6.22,-2.83,2.35,0.58,9.948111224656683,-136.0927817544729,-7.137300731879877,-8.640722776957661,32.48039180332042,-14.314944003423026,0.9277549694755843,0.08685135390757663,-0.3629429141583819
FF,"Duffey, Tyler",92.1,2287,6.07,-2.91,4.31,-0.66,6.695093420888147,-134.01891245287015,-1.3858708936319857,-6.940197521934062,28.17706151138537,-16.8491615174222,0.9504323430447454,0.05065246230096484,-0.3067779153676558
FF,"Duffey, Tyler",92.4,2324,6.05,-2.8,1.53,-0.4,7.092046125098191,-134.24060782054482,-8.067145262511511,-6.968068875997891,26.994090400933366,-17.478733475579634,0.958213727929025,0.0673305475587013,-0.27801627465636924
FF,"Duffey, Tyler",92.2,2243,6.08,-3.04,4.36,-2.01,3.349064917502908,-134.3375516893387,-1.1378704812417268,-4.886218688890448,28.33489344647316,-17.72417047574067,0.9736486490755697,0.02619215891089633,-0.22654420973599057
FF,"Duffey, Tyler",91.0,2289,6.04,-2.89,2.72,-0.37,6.606606118071447,-132.41417484095956,-5.073123912799247,-2.940889579225526,26.963929815566757,-16.906514108329326,0.9946672040948795,0.05301681161167725,-0.08846677785817257
FF,"Duffey, Tyler",91.9,2360,6.12,-2.73,3.09,-0.7,6.1298062273770455,-133.67274543327926,-4.730709441028334,-6.865373033456424,30.860196961370423,-15.10959516961719,0.946391256852607,0.05466544369003484,-0.3183634373151451
FF,"Duffey, Tyler",92.1,2383,6.1,-2.77,1.9,-0.99,5.406806379358613,-133.76992388603838,-7.804352995128555,-6.243806461307212,30.733250434493712,-13.833458781179589,0.9508993519091328,0.056190777571671506,-0.3043567299316415
FF,"Duffey, Tyler",91.7,2304,6.2,-2.6,4.66,0.9,9.17575048870393,-133.23587123575535,-0.946720310795262,-4.088140780705712,29.35718816574444,-16.058897794037865,0.9896610820725382,0.06904969044048856,-0.12571031334415492
FF,"Duffey, Tyler",91.0,2097,6.27,-2.69,3.25,0.22,7.4937722008932015,-132.32775820845376,-4.416571658451068,-2.782708600845086,29.270401635384093,-16.291022108553207,0.9961704283505691,0.05857984339279023,-0.06490669940706977
FF,"Duffey, Tyler",91.4,2340,6.15,-3.12,3.78,-1.63,4.51089906462262,-133.0908914181898,-3.1616617416386217,-5.290118099990198,26.22885605808025,-15.042324878060802,0.9619937884563408,0.03902561444982006,-0.27026829704615896
FF,"Duffey, Tyler",91.8,2295,6.11,-3.06,3.24,-0.81,6.588186985230953,-133.59280626581835,-4.186035672180184,-6.507347436505412,28.720717021132824,-16.022746038216514,0.9560939123774083,0.056162820032405886,-0.2876285249429691
FF,"Duffey, Tyler",91.1,2399,6.18,-2.87,2.04,-0.79,6.388128390124362,-132.4526450505964,-7.35402667567301,-7.914145111368271,26.867998824691654,-15.1628798677151,0.9273356552467309,0.06518533429849212,-0.3685097755833764
FF,"Duffey, Tyler",91.5,2377,6.3,-2.7,2.83,0.19,7.961667161363099,-133.08809195819006,-5.89140351218535,-5.4209985631216,26.49291678621053,-14.671230121931565,0.969641896849304,0.06839891550185555,-0.23476835441058466
FF,"Duffey, Tyler",91.4,2269,6.33,-2.71,3.35,0.66,9.288364455336982,-132.8021254412105,-4.605204657885377,-6.364862619891213,27.08393996411529,-14.964468548405051,0.9598672849444264,0.07649111494678429,-0.2698219869239961
FF,"Duffey, Tyler",91.5,2294,6.25,-2.7,2.12,0.16,7.839680725660994,-132.90912201987314,-7.430435999261277,-5.071206114316911,27.14271895960418,-14.8702253147848,0.9759667419958213,0.06912160103285571,-0.2066666949189364
FF,"Duffey, Tyler",90.5,2265,6.32,-2.69,2.1,-1.23,4.6411929451333,-131.6755007110492,-7.426323848642933,-6.523443009119719,27.342443899183547,-15.266372088445632,0.948170641285081,0.05110837216827519,-0.31362456743588724
FF,"Duffey, Tyler",91.8,2224,6.18,-2.78,3.39,-0.37,6.746203062694464,-133.61539149100946,-4.045839959398718,-5.02039411644953,27.313143601129543,-15.851708594112058,0.9754702145469089,0.055699831456800714,-0.21296804762097976
FF,"Duffey, Tyler",91.1,2210,6.07,-2.82,2.36,-0.55,6.205750728144315,-132.45617034626582,-6.098130361822324,-4.055559031330497,26.76360829902251,-16.420859354663925,0.9862293568141692,0.05341222192648664,-0.15652089415405776
FF,"Duffey, Tyler",91.8,2189,6.1,-2.87,4.08,-1.36,4.779710745398295,-133.70321770988448,-1.9547355612047903,-6.464745525052827,28.69496022062018,-17.154329417073676,0.9545886631031141,0.038444528660348073,-0.2954361225224378
FF,"Duffey, Tyler",92.7,2314,5.99,-2.55,2.02,0.62,8.779186680289833,-134.76588391518328,-6.721992249850468,-5.385846570116378,27.19576375920627,-18.04062968835013,0.9804587450742424,0.07298318131610382,-0.18268580802137444
